,edad,hombre,est_sup,colegio_priv,gran_empresa,segundo_trab,ingbrut,urbano,pobre
690,15.0,0,0,0,0,0,910.4423014322916,0,1
691,73.0,1,0,0,0,0,1418.5833333333333,0,1
692,67.0,0,0,0,0,0,1418.5833333333333,0,1
693,63.0,0,0,0,0,0,704.096435546875,0,0
694,38.0,1,1,0,0,1,1909.8333333333333,0,0
695,34.0,0,0,0,0,1,1909.8333333333333,0,0
696,39.0,1,0,0,0,1,3006.2102864583335,0,0
697,39.0,0,0,0,1,1,3006.2102864583335,0,0
698,16.0,0,0,0,0,0,3006.2102864583335,0,0
699,72.0,0,1,0,0,0,1136.8333333333333,0,0
700,54.0,1,0,0,0,0,1711.6795247395833,0,0
701,56.0,0,0,1,1,1,1711.6795247395833,0,0
702,58.0,1,1,0,1,1,2997.9723307291665,0,0
703,44.0,0,0,0,1,1,2997.9723307291665,0,0
704,17.0,1,0,0,0,0,2997.9723307291665,0,0
705,46.0,1,0,0,0,1,931.46875,0,0
706,42.0,0,0,0,0,0,931.46875,0,0
709,62.0,1,0,0,0,0,54.333333333333336,0,0
710,58.0,0,0,0,0,0,54.333333333333336,0,0
711,50.0,0,0,0,0,0,858.1666666666666,0,1
712,49.0,1,0,0,0,0,858.1666666666666,0,1
713,14.0,1,0,0,0,0,858.1666666666666,0,1
714,81.0,1,0,0,0,0,379.25,0,0
715,46.0,1,0,0,0,1,1630.7713216145833,0,1
716,40.0,0,0,0,0,0,1630.7713216145833,0,1
718,59.0,1,1,0,1,1,2894.5,0,0
719,49.0,0,0,1,0,0,2894.5,0,0
722,47.0,0,0,0,0,0,259.5833333333333,0,0
724,41.0,1,0,0,0,1,3546.6881510416665,0,0
725,39.0,0,0,0,0,0,3546.6881510416665,0,0
726,18.0,1,0,0,0,0,3546.6881510416665,0,0
727,15.0,0,0,0,0,0,3546.6881510416665,0,0
728,72.0,1,0,0,0,0,306.6666666666667,0,0
730,77.0,1,0,0,0,0,653.4166666666666,0,0
732,66.0,1,0,0,0,0,705.5833333333334,0,0
734,76.0,1,0,0,0,0,634.0,0,0
735,76.0,0,0,0,0,0,634.0,0,0
736,74.0,1,0,0,0,0,1339.75,0,0
738,19.0,1,0,0,1,1,1339.75,0,0
740,45.0,1,0,0,0,0,2412.1666666666665,1,0
742,40.0,0,0,1,0,1,2152.3333333333335,1,0
743,37.0,1,0,0,1,0,2152.3333333333335,1,0
745,50.0,1,0,1,0,0,958.75,1,0
746,44.0,1,1,1,1,0,6366.75,1,0
747,43.0,0,0,0,0,0,6366.75,1,0
748,25.0,0,1,1,1,0,6366.75,1,0
753,60.0,0,1,1,1,0,6365.0,1,0
754,38.0,1,1,0,0,0,6365.0,1,0
756,57.0,1,0,0,0,0,2696.8333333333335,1,0
758,70.0,1,0,0,0,0,608.0833333333334,1,0
759,33.0,1,1,0,0,0,6058.0,1,0
760,34.0,0,1,0,0,0,6058.0,1,0
761,47.0,0,0,0,0,0,4520.25,1,0
762,55.0,1,0,0,0,0,4520.25,1,0
763,26.0,1,0,0,0,0,4520.25,1,0
764,22.0,0,1,1,0,1,4520.25,1,0
766,19.0,0,0,0,0,1,4520.25,1,0
769,22.0,0,0,0,0,0,1378.0833333333333,1,0
770,26.0,1,0,0,1,0,1378.0833333333333,1,0
771,49.0,0,0,0,0,0,1341.8333333333333,1,0
772,61.0,1,0,0,0,0,1341.8333333333333,1,0
773,49.0,1,1,0,1,0,10731.583333333334,1,0
777,58.0,1,0,1,0,0,6081.0,1,0
778,52.0,0,0,1,0,0,6081.0,1,0
780,58.0,0,0,1,0,0,2027.32373046875,1,0
781,36.0,1,1,1,0,0,2027.32373046875,1,0
782,57.0,0,1,1,1,0,6470.916666666667,1,0
785,47.0,1,1,1,0,0,7241.583333333333,1,0
789,52.0,1,1,0,1,0,4273.583333333333,1,0
791,52.0,1,1,1,1,0,13126.083333333334,1,0
795,70.0,1,0,0,0,0,965.5833333333334,1,0
796,57.0,0,0,0,0,0,965.5833333333334,1,0
799,57.0,1,1,1,1,0,9202.666666666666,1,0
800,51.0,0,1,0,1,0,9202.666666666666,1,0
804,51.0,1,0,0,0,0,1843.0833333333333,1,0
805,50.0,0,1,1,0,0,1843.0833333333333,1,0
808,43.0,1,1,1,0,0,1369.9860026041667,1,0
811,31.0,0,1,1,0,0,1369.9860026041667,1,0
812,60.0,1,1,1,0,1,10925.268229166666,1,0
813,58.0,0,1,1,1,0,10925.268229166666,1,0
815,47.0,1,0,0,0,0,3094.1666666666665,1,0
816,42.0,0,0,0,0,0,3094.1666666666665,1,0
817,23.0,0,0,0,0,0,3094.1666666666665,1,0
818,21.0,0,1,1,0,0,3094.1666666666665,1,0
819,17.0,1,0,0,0,0,3094.1666666666665,1,0
820,55.0,1,0,0,0,0,608.0833333333334,1,0
822,41.0,1,0,0,0,0,1697.5833333333333,1,0
823,40.0,0,0,0,0,0,1697.5833333333333,1,0
824,20.0,0,1,1,0,0,1697.5833333333333,1,0
825,53.0,1,0,0,0,0,1414.9166666666667,1,0
826,44.0,0,0,0,0,0,1414.9166666666667,1,0
828,43.0,0,0,0,0,0,3040.5,1,0
830,40.0,1,1,1,0,0,15927.666666666666,1,0
831,38.0,0,1,1,0,0,15927.666666666666,1,0
834,40.0,0,1,1,1,0,8038.333333333333,1,0
835,27.0,1,1,1,0,0,8038.333333333333,1,0
838,55.0,0,1,1,1,0,3597.6666666666665,1,0
842,65.0,1,1,0,1,0,1965.5833333333333,1,0
843,63.0,0,1,0,0,0,1965.5833333333333,1,0
845,79.0,1,0,0,0,0,4954.583333333333,1,0
846,61.0,0,0,0,0,0,4954.583333333333,1,0
847,43.0,1,1,1,1,0,4954.583333333333,1,0
849,53.0,1,1,1,0,0,3972.9166666666665,1,0
850,50.0,0,1,1,0,0,3972.9166666666665,1,0
853,60.0,1,1,1,1,0,7024.833333333333,1,0
854,54.0,0,1,0,1,0,7024.833333333333,1,0
855,28.0,1,1,1,0,0,7024.833333333333,1,0
859,51.0,1,1,1,0,0,11680.5,1,0
860,40.0,0,0,1,0,1,11680.5,1,0
863,48.0,1,1,0,1,0,5067.5,1,0
865,42.0,0,1,0,0,0,861.5,1,0
866,61.0,0,1,1,0,0,922.25,1,0
867,24.0,0,0,0,0,0,922.25,1,0
868,47.0,0,1,1,0,0,2158.75,1,0
872,56.0,0,0,0,0,1,2969.5,1,0
880,53.0,1,0,0,0,0,5827.583333333333,1,0
881,44.0,0,0,0,0,0,5827.583333333333,1,0
882,21.0,1,1,1,0,0,5827.583333333333,1,0
883,19.0,1,0,1,0,0,5827.583333333333,1,0
884,44.0,1,0,1,0,1,1742.1666666666667,1,0
888,53.0,0,0,0,0,0,2118.1666666666665,1,0
890,34.0,1,0,0,0,0,2118.1666666666665,1,0
892,56.0,0,1,1,1,0,9555.083333333334,1,0
894,30.0,0,1,1,0,0,9555.083333333334,1,0
896,55.0,0,1,1,0,0,5783.25,1,0
897,26.0,0,1,1,0,0,5783.25,1,0
898,18.0,0,0,1,0,0,5783.25,1,0
899,75.0,1,0,0,0,0,4352.0,1,0
901,52.0,1,0,0,0,0,4352.0,1,0
902,43.0,1,1,1,0,0,4352.0,1,0
904,54.0,1,0,0,0,0,5999.833333333333,1,0
905,54.0,0,0,0,0,0,5999.833333333333,1,0
906,27.0,0,1,1,1,0,5999.833333333333,1,0
908,42.0,1,0,1,0,0,2343.7381184895835,1,0
909,48.0,0,0,0,0,0,2343.7381184895835,1,0
913,28.0,0,1,1,1,0,3867.6666666666665,1,0
914,63.0,1,0,0,1,1,3897.25,1,0
915,57.0,0,0,0,0,0,3897.25,1,0
916,36.0,1,0,0,0,1,3897.25,1,0
917,45.0,1,1,1,0,1,7712.333333333333,1,0
919,56.0,1,0,0,0,0,2290.5,1,0
920,54.0,0,0,0,0,0,2290.5,1,0
922,44.0,1,0,0,0,1,1442.25,1,0
923,45.0,0,0,0,0,0,1442.25,1,0
924,18.0,1,0,0,0,0,1442.25,1,0
926,39.0,1,0,0,0,0,3164.4166666666665,1,0
927,35.0,0,0,0,0,0,3164.4166666666665,1,0
928,15.0,0,0,0,0,0,3164.4166666666665,1,0
929,56.0,0,0,0,1,0,2085.75,1,0
930,57.0,1,0,0,1,0,2085.75,1,0
931,36.0,1,1,0,0,0,2085.75,1,0
932,32.0,1,0,0,0,0,1468.1666666666667,1,1
934,65.0,0,0,0,0,0,3390.1666666666665,1,0
936,36.0,1,1,0,0,1,3390.1666666666665,1,0
937,72.0,1,0,0,0,0,3185.0833333333335,1,0
938,68.0,0,0,0,0,0,3185.0833333333335,1,0
939,28.0,1,0,0,0,0,3185.0833333333335,1,0
940,17.0,1,0,0,0,0,3185.0833333333335,1,0
941,50.0,0,0,0,0,1,553.1666666666666,1,1
942,16.0,1,0,0,0,0,553.1666666666666,1,1
943,21.0,0,0,0,0,1,1489.4166666666667,1,0
945,82.0,0,0,0,0,0,6406.399739583333,1,0
946,47.0,1,1,0,0,1,6406.399739583333,1,0
947,57.0,1,0,1,0,0,6406.399739583333,1,0
948,50.0,0,1,0,0,1,6406.399739583333,1,0
950,60.0,1,0,0,0,0,405.4166666666667,1,0
951,55.0,1,0,0,0,0,978.0,1,0
952,82.0,0,0,0,0,0,978.0,1,0
953,74.0,1,0,0,0,0,3132.4166666666665,1,0
954,40.0,1,1,0,0,0,1317.5833333333333,1,0
955,60.0,0,0,0,0,0,1317.5833333333333,1,0
956,72.0,1,0,0,0,0,332.4166666666667,1,0
957,65.0,0,0,0,0,0,332.4166666666667,1,0
958,74.0,1,0,0,0,0,1637.8333333333333,1,0
959,56.0,0,0,0,0,0,1637.8333333333333,1,0
963,51.0,0,0,0,0,0,1701.9541015625,1,0
964,26.0,1,0,0,0,0,1701.9541015625,1,0
965,20.0,0,1,0,0,0,1701.9541015625,1,0
967,32.0,1,0,0,1,0,760.0833333333334,1,0
971,53.0,1,0,0,0,0,1977.4166666666667,1,0
972,46.0,0,0,0,0,0,1977.4166666666667,1,0
973,20.0,1,0,1,0,0,1977.4166666666667,1,0
976,46.0,0,1,1,1,1,4558.583333333333,1,0
977,43.0,1,0,0,0,0,10845.497395833334,1,0
978,49.0,0,0,0,0,0,10845.497395833334,1,0
979,27.0,0,1,0,0,0,10845.497395833334,1,0
980,21.0,0,0,1,0,0,10845.497395833334,1,0
981,28.0,1,0,0,0,0,10845.497395833334,1,0
983,64.0,1,0,0,0,0,4013.4166666666665,1,0
985,32.0,0,0,0,0,0,4013.4166666666665,1,0
986,32.0,1,0,0,0,0,4013.4166666666665,1,0
987,35.0,0,0,0,0,0,4013.4166666666665,1,0
988,47.0,0,0,0,0,0,579.4166666666666,1,0
991,71.0,1,0,0,0,0,611.9166666666666,1,0
993,33.0,1,0,0,0,0,611.9166666666666,1,0
994,80.0,0,0,1,0,0,60.68623352050781,1,0
995,51.0,1,0,0,1,0,1935.1666666666667,1,0
999,48.0,1,0,0,0,0,1520.25,1,0
1000,49.0,1,0,0,0,0,2435.4166666666665,1,0
1001,53.0,0,1,1,0,0,2435.4166666666665,1,0
1002,21.0,0,1,0,0,0,2435.4166666666665,1,0
1003,50.0,1,0,0,0,0,3665.5833333333335,1,0
1004,46.0,0,0,1,0,0,3665.5833333333335,1,0
1005,19.0,1,0,0,1,0,3665.5833333333335,1,0
1006,17.0,1,0,0,0,0,3665.5833333333335,1,0
1008,35.0,1,0,0,0,0,1976.25,0,0
1009,34.0,0,0,0,0,0,1976.25,0,0
1011,70.0,1,0,0,0,0,1520.25,0,0
1013,43.0,1,0,0,0,0,1520.25,0,0
1014,44.0,1,0,0,0,0,101.33333333333333,0,0
1015,78.0,1,0,0,0,0,1298.25,0,0
1018,28.0,1,0,0,0,0,2128.3333333333335,0,0
1019,50.0,1,0,0,0,1,1580.0,0,0
1020,46.0,0,0,0,0,0,1580.0,0,0
1021,42.0,1,0,0,0,0,2112.5,0,1
1023,15.0,0,0,0,0,0,2112.5,0,1
1026,46.0,0,1,0,0,0,2298.5833333333335,0,0
1028,69.0,1,0,0,0,0,217.91666666666666,0,0
1029,66.0,0,0,0,0,0,217.91666666666666,0,0
1030,45.0,1,1,0,0,0,3273.6666666666665,0,0
1031,41.0,0,0,0,0,0,3273.6666666666665,0,0
1032,24.0,1,0,1,1,0,3273.6666666666665,0,0
1033,20.0,0,0,0,0,1,3273.6666666666665,0,0
1034,34.0,0,0,0,0,1,1636.4524739583333,0,1
1036,14.0,0,0,0,0,0,1636.4524739583333,0,1
1038,64.0,0,0,0,0,0,1636.4524739583333,0,1
1039,44.0,1,0,0,1,0,2561.5,0,0
1040,42.0,0,0,0,0,0,2561.5,0,0
1043,42.0,0,0,0,0,0,557.4166666666666,0,0
1044,86.0,1,1,0,0,0,5260.0,0,0
1047,34.0,0,0,0,0,0,912.1666666666666,0,1
1049,65.0,1,0,0,0,0,1780.39990234375,0,0
1051,29.0,1,0,0,0,0,1780.39990234375,0,0
1053,79.0,0,0,0,0,0,15079.75,0,0
1054,55.0,1,1,1,0,0,15079.75,0,0
1055,38.0,1,0,0,0,1,1937.9444986979167,0,1
1056,35.0,0,0,0,0,0,1937.9444986979167,0,1
1057,17.0,1,0,0,0,0,1937.9444986979167,0,1
1058,14.0,1,0,0,0,0,1937.9444986979167,0,1
1059,28.0,1,0,1,0,1,5781.286458333333,0,0
1060,26.0,0,0,0,0,0,5781.286458333333,0,0
1061,36.0,1,0,0,0,1,1250.5833333333333,0,0
1062,33.0,0,0,0,0,0,1250.5833333333333,0,0
1063,15.0,0,0,0,0,0,1250.5833333333333,0,0
1064,61.0,0,0,0,0,0,801.5833333333334,1,0
1065,63.0,1,1,0,1,0,1856.0087890625,1,0
1066,37.0,0,1,0,1,0,3894.8333333333335,1,0
1068,44.0,1,1,0,1,0,9261.083333333334,1,0
1069,38.0,0,1,1,1,0,9261.083333333334,1,0
1070,48.0,0,0,0,0,0,1257.0,1,0
1073,66.0,0,0,0,0,0,596.0,1,0
1077,45.0,1,1,0,0,1,4957.083333333333,1,0
1079,59.0,1,0,0,0,0,2579.5,1,0
1080,65.0,0,0,0,0,0,2579.5,1,0
1081,60.0,1,0,0,0,1,8354.333333333334,1,0
1082,62.0,0,0,0,0,0,8354.333333333334,1,0
1083,30.0,0,1,1,0,0,8354.333333333334,1,0
1084,32.0,1,0,1,0,0,8354.333333333334,1,0
1086,65.0,0,0,0,0,0,262.9166666666667,1,0
1088,48.0,1,1,1,1,1,3981.6666666666665,1,0
1089,42.0,0,1,0,0,1,1312.4166666666667,1,0
1091,45.0,0,0,0,0,0,672.9849446614584,1,1
1093,24.0,1,0,0,0,0,349.9166666666667,1,1
1095,44.0,1,0,0,0,1,1428.365234375,1,1
1097,18.0,1,0,0,0,0,1428.365234375,1,1
1099,44.0,0,0,0,0,1,840.0550130208334,1,0
1102,45.0,0,0,0,0,1,336.5,1,0
1103,19.0,0,1,1,0,0,336.5,1,0
1104,28.0,0,0,0,0,0,739.5,1,1
1105,41.0,0,0,0,0,0,1315.8129069010417,1,1
1107,50.0,0,0,0,0,0,262.4166666666667,1,0
1108,42.0,0,0,0,0,0,986.0,1,0
1109,20.0,0,0,0,0,0,986.0,1,0
1110,63.0,1,0,0,1,1,2100.8722330729165,1,0
1111,65.0,0,0,0,0,0,2100.8722330729165,1,0
1112,23.0,0,0,0,0,0,2100.8722330729165,1,0
1113,49.0,1,0,0,1,1,2587.75,1,0
1114,42.0,0,0,0,0,0,2587.75,1,0
1115,20.0,0,0,1,0,0,2587.75,1,0
1116,18.0,0,0,0,0,0,2587.75,1,0
1117,29.0,0,1,1,0,0,1186.9166666666667,1,0
1118,43.0,1,0,0,0,1,1060.75,1,0
1119,39.0,0,0,0,0,0,1060.75,1,0
1120,14.0,0,0,0,0,1,1060.75,1,0
1122,37.0,1,0,0,0,1,854.5833333333334,1,0
1123,50.0,1,0,0,0,0,1145.25,1,1
1124,42.0,0,0,0,0,0,1145.25,1,1
1125,21.0,0,0,0,0,0,1145.25,1,1
1126,63.0,0,0,0,0,0,210.5,1,1
1127,38.0,1,0,0,0,0,210.5,1,1
1128,77.0,1,0,0,0,0,295.3333333333333,1,0
1129,69.0,0,0,0,0,0,295.3333333333333,1,0
1130,53.0,1,0,0,0,1,600.75,1,1
1133,14.0,1,0,0,0,0,600.75,1,1
1136,43.0,1,0,0,0,0,836.0833333333334,1,1
1137,37.0,0,0,0,0,0,836.0833333333334,1,1
1138,19.0,0,0,0,0,0,836.0833333333334,1,1
1140,73.0,1,0,0,0,0,202.33333333333334,1,0
1141,65.0,0,0,0,0,0,202.33333333333334,1,0
1142,66.0,0,0,0,0,0,798.25,1,0
1143,60.0,0,0,0,0,1,297.9166666666667,1,0
1144,48.0,0,0,0,0,1,728.88232421875,1,0
1145,36.0,1,0,0,0,0,728.88232421875,1,0
1146,15.0,0,0,0,0,0,728.88232421875,1,0
1147,59.0,1,0,0,0,0,295.75,0,0
1149,52.0,1,0,0,0,1,1866.494140625,0,0
1150,43.0,0,0,0,0,1,1866.494140625,0,0
1152,85.0,1,0,0,0,0,532.0944417317709,0,0
1156,18.0,0,0,0,0,0,834.5670572916666,0,1
1157,15.0,0,0,0,0,0,834.5670572916666,0,1
1159,44.0,1,0,0,0,1,817.986083984375,0,1
1161,16.0,0,0,0,0,0,817.986083984375,0,1
1162,46.0,0,0,0,0,0,150.33333333333334,0,0
1163,14.0,0,0,0,0,0,150.33333333333334,0,0
1164,45.0,1,0,0,0,1,252.91666666666666,0,1
1165,20.0,0,0,0,0,0,252.91666666666666,0,1
1169,51.0,1,0,0,0,0,363.75,0,0
1171,14.0,1,0,0,0,0,363.75,0,0
1175,65.0,1,0,0,0,1,1062.6666666666667,0,1
1178,46.0,1,0,0,0,1,403.0,0,1
1180,18.0,1,0,0,0,1,403.0,0,1
1182,51.0,0,0,0,0,0,1263.5,0,0
1183,31.0,1,0,1,0,1,1263.5,0,0
1184,52.0,0,0,0,0,0,202.58333333333334,0,0
1185,14.0,1,0,0,0,0,202.58333333333334,0,0
1186,42.0,1,1,0,1,0,4190.916666666667,0,0
1187,40.0,0,1,0,1,0,4190.916666666667,0,0
1189,23.0,1,0,0,0,1,873.4166666666666,0,0
1190,22.0,0,0,0,0,0,873.4166666666666,0,0
1194,26.0,0,0,0,0,0,415.6666666666667,0,1
1198,42.0,0,0,0,0,0,1124.0,0,0
1199,53.0,1,0,0,0,0,2630.8333333333335,0,0
1200,52.0,0,0,0,0,0,2630.8333333333335,0,0
1201,22.0,0,0,0,0,0,2630.8333333333335,0,0
1202,31.0,1,0,0,0,0,2630.8333333333335,0,0
1203,48.0,1,0,0,0,0,1618.3821614583333,0,1
1204,41.0,0,0,0,0,1,1618.3821614583333,0,1
1206,22.0,1,0,0,1,0,1618.3821614583333,0,1
1208,51.0,1,0,0,0,0,697.4166666666666,0,0
1210,18.0,0,0,0,0,0,697.4166666666666,0,0
1211,71.0,1,0,0,0,0,845.3333333333334,0,0
1212,71.0,0,0,0,0,0,845.3333333333334,0,0
1213,46.0,1,0,0,0,0,143.0,0,1
1214,47.0,0,0,0,0,0,143.0,0,1
1217,45.0,1,0,0,0,1,1004.1666666666666,0,1
1218,45.0,0,0,0,0,1,1004.1666666666666,0,1
1220,53.0,1,0,0,0,0,693.7355143229166,0,0
1221,51.0,0,0,0,0,0,693.7355143229166,0,0
1223,39.0,1,0,0,0,0,671.3333333333334,0,0
1224,37.0,0,0,0,0,1,671.3333333333334,0,0
1225,37.0,0,0,0,0,1,1694.3333333333333,0,1
1226,41.0,1,0,0,0,0,1694.3333333333333,0,1
1227,15.0,0,0,0,0,0,1694.3333333333333,0,1
1229,24.0,1,0,0,0,0,1694.3333333333333,0,1
1230,40.0,0,0,0,0,1,224.66666666666666,0,0
1231,33.0,1,0,0,0,0,1218.75,0,1
1232,25.0,0,0,0,0,0,1218.75,0,1
1234,45.0,1,0,0,0,0,1489.6666666666667,0,1
1235,42.0,0,0,0,0,1,1489.6666666666667,0,1
1236,14.0,1,0,0,0,1,1489.6666666666667,0,1
1237,21.0,0,0,0,0,0,1489.6666666666667,0,1
1238,25.0,0,0,0,0,1,2203.9166666666665,0,0
1240,22.0,0,0,0,0,0,1756.9166666666667,0,0
1241,23.0,1,0,0,0,0,1756.9166666666667,0,0
1242,74.0,1,0,0,0,0,669.25,0,0
1243,74.0,1,0,0,0,0,721.0,0,0
1244,70.0,0,0,0,0,0,721.0,0,0
1245,45.0,1,0,0,0,1,721.0,0,0
1246,83.0,1,0,0,0,0,897.9166666666666,0,1
1248,67.0,1,0,0,0,0,1013.6748046875,0,1
1249,55.0,0,0,0,0,0,1013.6748046875,0,1
1250,25.0,1,0,0,0,1,1013.6748046875,0,1
1251,19.0,0,0,0,0,0,1013.6748046875,0,1
1252,17.0,1,0,0,0,1,1013.6748046875,0,1
1253,15.0,1,0,0,0,1,1013.6748046875,0,1
1254,27.0,1,0,0,0,1,326.63889567057294,0,0
1255,24.0,0,0,0,0,0,326.63889567057294,0,0
1256,35.0,1,0,0,0,0,184.41666666666666,0,1
1257,22.0,0,0,0,0,0,184.41666666666666,0,1
1258,30.0,1,0,0,0,1,1010.8111165364584,0,1
1262,48.0,1,0,0,0,0,440.1666666666667,0,0
1264,20.0,1,0,0,0,0,440.1666666666667,0,0
1265,15.0,0,0,0,0,0,440.1666666666667,0,0
1266,37.0,1,0,0,0,0,711.0833333333334,0,0
1271,58.0,1,0,0,0,0,1389.0,0,0
1272,58.0,0,0,0,0,0,1389.0,0,0
1274,40.0,1,0,0,0,1,2191.6666666666665,0,0
1275,35.0,0,0,0,0,1,2191.6666666666665,0,0
1277,15.0,1,0,0,0,0,2191.6666666666665,0,0
1280,29.0,1,0,0,0,1,326.4166666666667,0,1
1281,17.0,0,0,0,0,0,326.4166666666667,0,1
1282,14.0,1,0,0,0,1,326.4166666666667,0,1
1283,41.0,1,0,0,0,1,1472.6666666666667,0,0
1285,19.0,1,0,1,0,0,1472.6666666666667,0,0
1286,17.0,1,0,1,0,0,1472.6666666666667,0,0
1287,15.0,1,0,0,0,0,1472.6666666666667,0,0
1288,37.0,1,0,0,0,0,1652.8333333333333,0,0
1289,35.0,0,0,0,0,1,1652.8333333333333,0,0
1291,15.0,0,0,0,0,0,1652.8333333333333,0,0
1293,70.0,1,0,0,0,0,1831.2111002604167,0,0
1294,60.0,0,0,0,1,0,1831.2111002604167,0,0
1295,46.0,1,0,0,1,1,1831.2111002604167,0,0
1296,51.0,1,0,0,0,1,483.75,0,0
1299,25.0,1,1,0,0,0,291.25,0,0
1300,69.0,0,0,0,0,0,294.5833333333333,0,0
1301,29.0,1,0,1,0,1,2216.9166666666665,0,0
1302,26.0,0,0,0,1,0,2216.9166666666665,0,0
1304,63.0,1,0,0,0,0,900.7916666666666,0,0
1305,57.0,0,0,0,0,1,900.7916666666666,0,0
1306,22.0,1,0,0,0,1,900.7916666666666,0,0
1307,50.0,1,1,0,1,1,3246.6666666666665,1,0
1308,44.0,0,0,0,0,0,3246.6666666666665,1,0
1309,21.0,1,0,1,0,0,3246.6666666666665,1,0
1310,18.0,1,0,0,0,0,3246.6666666666665,1,0
1311,15.0,0,0,1,0,0,3246.6666666666665,1,0
1312,56.0,1,1,0,1,0,2414.3333333333335,1,0
1315,40.0,0,1,1,1,0,1362.8333333333333,1,0
1316,40.0,1,0,0,0,0,1067.75,1,0
1319,37.0,0,0,1,0,0,1525.6666666666667,1,0
1320,20.0,1,0,1,0,0,933.6666666666666,1,1
1323,52.0,1,1,0,0,0,1513.4166666666667,1,0
1325,51.0,1,1,0,1,1,8014.75,1,0
1326,52.0,0,1,1,1,0,8014.75,1,0
1328,63.0,1,1,0,1,0,2314.1666666666665,1,0
1330,23.0,1,1,0,0,0,939.75,1,0
1332,47.0,1,1,0,0,0,944.3333333333334,1,0
1333,60.0,0,0,0,0,0,4243.916666666667,1,0
1334,30.0,1,1,1,1,0,4243.916666666667,1,0
1335,20.0,1,0,1,0,0,4243.916666666667,1,0
1336,34.0,1,1,1,0,0,437.5,1,0
1338,26.0,1,1,0,0,0,3352.0833333333335,1,0
1341,48.0,1,0,0,0,0,4137.333333333333,1,0
1342,48.0,0,0,0,0,0,4137.333333333333,1,0
1343,19.0,0,0,1,0,0,4137.333333333333,1,0
1344,14.0,1,0,0,0,0,4137.333333333333,1,0
1346,72.0,1,0,0,0,0,1766.3333333333333,1,0
1348,27.0,1,0,0,0,0,1144.0,1,0
1351,62.0,0,1,1,1,1,5021.25,1,0
1352,55.0,1,0,0,0,0,3215.5833333333335,1,0
1353,55.0,0,1,1,1,1,3215.5833333333335,1,0
1354,68.0,1,0,0,0,0,2411.6666666666665,1,0
1355,45.0,0,0,0,0,0,2411.6666666666665,1,0
1357,62.0,1,0,0,0,0,3739.0833333333335,1,0
1358,53.0,0,0,0,0,0,3739.0833333333335,1,0
1359,24.0,1,0,0,0,0,3739.0833333333335,1,0
1360,59.0,0,0,0,1,1,1097.9166666666667,1,0
1361,39.0,1,1,0,1,0,2169.9166666666665,1,0
1362,47.0,1,0,0,0,0,1962.3333333333333,1,0
1363,40.0,0,0,0,0,0,1962.3333333333333,1,0
1364,21.0,0,0,1,0,1,1962.3333333333333,1,0
1365,17.0,1,0,0,0,0,1962.3333333333333,1,0
1366,57.0,1,0,0,0,1,4773.75,1,0
1367,52.0,0,1,1,1,0,4773.75,1,0
1368,19.0,1,0,1,0,0,4773.75,1,0
1370,16.0,1,0,0,0,0,664.8333333333334,1,0
1374,37.0,1,0,1,0,0,1756.25,1,0
1375,53.0,1,0,0,0,1,1222.0,1,0
1376,34.0,0,0,0,0,1,1222.0,1,0
1377,17.0,1,0,0,0,0,1222.0,1,0
1378,37.0,1,0,0,0,0,1319.25,1,0
1379,33.0,0,0,0,0,1,1319.25,1,0
1381,43.0,0,0,0,0,1,419.0,1,0
1382,56.0,1,0,0,0,1,612.5,1,0
1383,52.0,0,0,0,0,0,612.5,1,0
1384,37.0,1,0,0,0,0,2921.25,1,0
1385,26.0,0,1,1,0,0,2921.25,1,0
1386,54.0,1,0,0,0,0,204.83333333333334,0,0
1387,49.0,0,0,0,0,0,204.83333333333334,0,0
1388,59.0,1,0,0,0,1,687.8333333333334,0,0
1389,59.0,0,0,0,0,1,687.8333333333334,0,0
1390,38.0,1,0,0,0,1,423.9166666666667,0,1
1391,35.0,0,0,0,0,0,423.9166666666667,0,1
1392,15.0,1,0,0,0,0,423.9166666666667,0,1
1393,33.0,1,0,0,0,1,574.25,0,0
1394,30.0,0,0,0,0,0,574.25,0,0
1395,81.0,1,0,0,0,0,202.91666666666666,0,0
1397,58.0,1,0,0,0,1,362.0,0,1
1399,43.0,0,0,0,0,0,390.4166666666667,0,1
1400,54.0,1,0,0,0,1,1770.0,0,0
1401,50.0,0,0,0,0,1,1770.0,0,0
1402,19.0,0,0,1,0,0,1770.0,0,0
1403,49.0,1,1,0,1,1,4623.083333333333,0,0
1404,49.0,0,1,0,1,1,4623.083333333333,0,0
1405,35.0,0,0,0,0,0,777.4166666666666,0,0
1407,38.0,1,1,1,1,0,1532.0833333333333,0,0
1408,49.0,1,0,0,0,0,1075.25,0,0
1410,38.0,0,0,0,0,1,820.0833333333334,0,1
1412,78.0,1,0,0,0,1,811.4166666666666,0,0
1414,37.0,0,0,0,0,1,1002.25,0,0
1415,23.0,0,0,0,0,0,552.3333333333334,0,0
1417,41.0,1,0,0,0,1,819.4166666666666,0,1
1418,31.0,0,0,0,0,0,819.4166666666666,0,1
1420,55.0,1,0,0,0,1,565.0,0,0
1421,58.0,0,0,0,0,0,565.0,0,0
1422,15.0,0,0,0,0,0,565.0,0,0
1423,38.0,1,0,0,0,1,971.6666666666666,0,1
1424,35.0,0,0,0,0,0,971.6666666666666,0,1
1425,16.0,1,0,0,0,1,971.6666666666666,0,1
